Season,Team,FT_Result,GHome,GConHome,Win,Draw,Lose,GAway,GConAway,W,D,L,Points,GF,GA,GD,MP
15/16,Inter,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
15/16,Frosinone,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
15/16,Sampdoria,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
15/16,Verona,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
15/16,Roma,Away Win,0,0,1,0,0,3,2,3,0,0,3,3,2,1,1
15/16,Atalanta,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
15/16,Milan,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
15/16,Empoli,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
15/16,Udinese,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
15/16,Lazio,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
15/16,Palermo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
15/16,Sassuolo,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
15/16,Chievo,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
15/16,Genoa,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
15/16,Napoli,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
15/16,Juventus,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
15/16,Sampdoria,Home Win,0,0,0,0,1,0,5,0,0,0,0,0,5,-5,1
15/16,Roma,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
15/16,Frosinone,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
15/16,Inter,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
15/16,Bologna,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
15/16,Torino,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
15/16,Atalanta,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
15/16,Fiorentina,Away Win,0,0,1,0,0,4,2,3,0,0,3,4,2,2,1
15/16,Verona,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
15/16,Carpi,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Fiorentina,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Udinese,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
16/17,Lazio,Away Win,0,0,1,0,0,4,3,3,0,0,3,4,3,1,1
16/17,Crotone,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Inter,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Sampdoria,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Cagliari,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Torino,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
16/17,Sassuolo,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Napoli,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Juventus,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Milan,Home Win,0,0,0,0,1,2,4,0,0,0,0,2,4,-2,1
16/17,Roma,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Genoa,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Chievo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Palermo,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Atalanta,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Pescara,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Bologna,Home Win,0,0,0,0,1,1,5,0,0,0,0,1,5,-4,1
16/17,Empoli,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Sassuolo,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Napoli,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Torino,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Cagliari,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Lazio,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Udinese,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Inter,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Sampdoria,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
16/17,Crotone,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Milan,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Pescara,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Bologna,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Atalanta,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Palermo,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Roma,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Juventus,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Genoa,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Empoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Chievo,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Lazio,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Palermo,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Sampdoria,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Sassuolo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Inter,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Napoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Cagliari,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
16/17,Torino,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Crotone,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
16/17,Fiorentina,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Chievo,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Juventus,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Milan,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Pescara,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Empoli,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Udinese,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Roma,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Sampdoria,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Atalanta,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Chievo,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Lazio,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Napoli,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Genoa,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Crotone,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Juventus,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Sassuolo,Home Win,0,0,0,0,1,3,4,0,0,0,0,3,4,-1,1
16/17,Inter,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Palermo,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Fiorentina,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Udinese,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Roma,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Sampdoria,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Milan,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Atalanta,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Empoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Cagliari,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Crotone,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Torino,Away Win,0,0,1,0,0,4,1,3,0,0,3,4,1,3,1
16/17,Juventus,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Genoa,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Inter,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Sassuolo,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Fiorentina,Away Win,0,0,1,0,0,5,3,3,0,0,3,5,3,2,1
16/17,Napoli,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Palermo,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Lazio,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Pescara,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Milan,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Crotone,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Torino,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Sampdoria,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Cagliari,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Empoli,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Atalanta,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Roma,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Udinese,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Fiorentina,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Napoli,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Genoa,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Chievo,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Roma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Sassuolo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Pescara,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Inter,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Palermo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Torino,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Lazio,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Cagliari,Home Win,0,0,0,0,1,1,5,0,0,0,0,1,5,-4,1
16/17,Juventus,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Sampdoria,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Udinese,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Crotone,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Milan,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Empoli,Away Win,0,0,1,0,0,4,0,3,0,0,3,4,0,4,1
16/17,Bologna,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Atalanta,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Cagliari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Pescara,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Napoli,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Roma,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Palermo,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Torino,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Fiorentina,Away Win,0,0,1,0,0,4,0,3,0,0,3,4,0,4,1
16/17,Genoa,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Inter,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Sassuolo,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
16/17,Milan,Away Win,0,0,1,0,0,4,1,3,0,0,3,4,1,3,1
16/17,Chievo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Atalanta,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Udinese,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Sampdoria,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Juventus,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Lazio,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Pescara,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
16/17,Fiorentina,Home Win,0,0,0,0,1,2,4,0,0,0,0,2,4,-2,1
16/17,Sassuolo,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Inter,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Atalanta,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Palermo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Roma,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Crotone,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Cagliari,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Torino,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Empoli,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Genoa,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Bologna,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Pescara,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Lazio,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Udinese,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Empoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Napoli,Away Win,0,0,1,0,0,5,0,3,0,0,3,5,0,5,1
16/17,Genoa,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Chievo,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Juventus,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Sassuolo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Milan,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Fiorentina,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Cagliari,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Roma,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Atalanta,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Sampdoria,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Palermo,Away Win,0,0,1,0,0,4,3,3,0,0,3,4,3,1,1
16/17,Fiorentina,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Torino,Home Win,0,0,0,0,1,3,5,0,0,0,0,3,5,-2,1
16/17,Bologna,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Inter,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Crotone,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Empoli,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Lazio,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Sassuolo,Home Win,0,0,0,0,1,3,4,0,0,0,0,3,4,-1,1
16/17,Napoli,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
16/17,Pescara,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Chievo,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Udinese,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Genoa,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Palermo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Sampdoria,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Atalanta,Away Win,0,0,1,0,0,4,1,3,0,0,3,4,1,3,1
16/17,Roma,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Bologna,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Crotone,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Cagliari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Torino,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Inter,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Bologna,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Chievo,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Genoa,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Juventus,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Atalanta,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Pescara,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Empoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Palermo,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Roma,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Milan,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Fiorentina,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Napoli,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Sampdoria,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Torino,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Udinese,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Crotone,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Lazio,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Inter,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Sassuolo,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Cagliari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Pescara,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Chievo,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Empoli,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Genoa,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
16/17,Palermo,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Roma,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
16/17,Juventus,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Atalanta,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Milan,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Fiorentina,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Napoli,Away Win,0,0,1,0,0,7,1,3,0,0,3,7,1,6,1
16/17,Cagliari,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Udinese,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Torino,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Sassuolo,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Inter,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Sampdoria,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Crotone,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Lazio,Away Win,0,0,1,0,0,6,2,3,0,0,3,6,2,4,1
16/17,Fiorentina,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
16/17,Milan,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Juventus,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Genoa,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Udinese,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Juventus,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Roma,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Empoli,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Atalanta,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Bologna,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Chievo,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Pescara,Home Win,0,0,0,0,1,3,5,0,0,0,0,3,5,-2,1
16/17,Milan,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Palermo,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Crotone,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Lazio,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Inter,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Napoli,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Fiorentina,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Genoa,Home Win,0,0,0,0,1,0,5,0,0,0,0,0,5,-5,1
16/17,Torino,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Cagliari,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Sassuolo,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Empoli,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Atalanta,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Pescara,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
16/17,Cagliari,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Roma,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Udinese,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Sampdoria,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Milan,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Torino,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Chievo,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Napoli,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
16/17,Pescara,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Fiorentina,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Lazio,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Inter,Away Win,0,0,1,0,0,5,1,3,0,0,3,5,1,4,1
16/17,Sassuolo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Genoa,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
16/17,Palermo,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Juventus,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
16/17,Milan,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
16/17,Sampdoria,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Empoli,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
16/17,Cagliari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Atalanta,Home Win,0,0,0,0,1,1,7,0,0,0,0,1,7,-6,1
16/17,Crotone,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Roma,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
16/17,Udinese,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
16/17,Bologna,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Torino,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
16/17,Genoa,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
16/17,Inter,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
16/17,Pescara,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
16/17,Chievo,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
16/17,Lazio,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
16/17,Fiorentina,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
16/17,Napoli,Away Win,0,0,1,0,0,3,2,3,0,0,3,3,2,1,1
